-114.86085 31.96359
-114.82763 31.86963
-114.73939 31.77566
-114.71761 31.66279
-114.72851 31.60606
-114.75029 31.55909
-114.75029 31.40782
-114.72851 31.28521
-114.70616 31.11447
-114.66204 30.99128
-114.56291 30.87726
-114.54057 30.73517
-114.52968 30.58276
-114.52968 30.42978
-114.48556 30.28655
-114.45233 30.10492
-114.44144 30.09575
-114.37498 30.02814
-114.29764 29.91355
-114.23174 29.79839
-114.20939 29.71187
-114.14351 29.70213
-114.06616 29.70213
-114.01058 29.66374
-113.96647 29.58639
-113.87822 29.49987
-113.77910 29.44201
-113.67941 29.36523
-113.52529 29.24949
-113.51383 29.19105
-113.50294 29.15266
-113.48060 29.07531
-113.43647 28.99796
-113.41470 28.95900
-113.34824 28.85243
-113.26001 28.87191
-113.16089 28.78482
-113.10530 28.76534
-113.07266 28.79456
-113.01707 28.66794
-112.98384 28.55163
-112.89560 28.42501
-112.86237 28.39579
-112.80737 28.40553
-112.76325 28.38605
-112.74090 28.33734
-112.70825 28.32760
-112.68590 28.22046
-112.63089 28.10358
-112.62001 27.96664
-112.59767 27.85892
-112.56443 27.78043
-112.48709 27.69219
-112.35473 27.59422
-112.21149 27.44697
-112.11180 27.26992
-112.09002 27.14215
-112.09002 27.12210
-112.06768 27.11236
-112.01268 27.08314
-111.93533 27.05335
-111.88032 26.98459
-111.88032 26.94506
-111.82475 26.82645
-111.74739 26.70785
-111.73651 26.60873
-111.62593 26.49987
-111.60415 26.49987
-111.68151 26.56920
-111.70328 26.69811
-111.70328 26.77718
-111.68151 26.77718
-111.61504 26.77718
-111.53769 26.69811
-111.44946 26.62878
-111.39445 26.49987
-111.35034 26.42080
-111.31711 26.37095
-111.29476 26.25178
-111.23976 26.21224
-111.22887 26.11255
-111.21741 26.01343
-111.19564 25.88394
-111.15151 25.73440
-111.12918 25.69429
-111.04093 25.61465
-111.00771 25.54475
-110.91948 25.48459
-110.85358 25.44505
-110.85358 25.31499
-110.85358 25.20441
-110.85358 25.14425
-110.83123 25.15456
-110.76535 25.06404
-110.68800 24.95403
-110.62153 24.82339
-110.62153 24.66239
-110.63242 24.53176
-110.61065 24.45097
-110.53330 24.33982
-110.47772 24.24929
-110.37860 24.15819
-110.27948 24.10777
-110.16890 24.20861
-110.11390 24.23898
-109.94831 24.09746
-109.78273 23.98630
-109.71626 23.94562
-109.70537 23.86484
-109.62803 23.76342
-109.56157 23.69237
-109.49567 23.57091
-109.38509 23.47924
-109.34097 23.36751
-109.36274 23.23515
-109.44010 23.12343
-109.53979 23.01113
-109.70537 22.94008
-109.80449 22.83810
-109.89274 22.84841
-109.99243 22.97045
-110.08066 23.19447
-110.15801 23.37782
-110.27948 23.51992
-110.36771 23.60127
-110.48918 23.64195
-110.59918 23.74337
-110.74300 23.85452
-110.87536 23.95593
-110.97505 24.06709
-111.10741 24.14788
-111.25065 24.19887
-111.32799 24.24929
-111.40534 24.30945
-111.50446 24.40055
-111.51592 24.46071
-111.50446 24.48134
-111.56004 24.48134
-111.61504 24.49108
-111.69240 24.51113
-111.73651 24.56155
-111.75885 24.67270
-111.85797 24.72255
-111.92445 24.71281
-111.97944 24.70250
-112.02357 24.79303
-112.06768 24.77297
-112.11180 24.69276
-112.11180 24.79303
-112.04591 24.91392
99999 99999
-112.04591 24.91392
-112.00122 25.06404
-111.97944 25.19467
-111.97944 25.34478
-111.97944 25.40495
-111.99033 25.57454
-112.02357 25.69429
-112.11180 25.88394
-112.20003 26.06327
-112.26650 26.16240
-112.36562 26.16240
-112.48709 26.21224
-112.58678 26.28157
-112.70825 26.34116
-112.78560 26.45059
-112.87383 26.55946
-112.92884 26.60873
-113.00618 26.70785
-112.99530 26.77718
-112.98384 26.82645
-113.01707 26.90552
-113.07266 26.83619
-113.14943 26.76686
-113.20500 26.69811
-113.32647 26.71759
-113.44793 26.73764
-113.56940 26.79666
-113.61352 26.83619
-113.65763 26.90552
-113.72353 26.92500
-113.81234 26.97428
-113.87822 26.99433
-113.91146 26.99433
-113.95558 27.09288
-114.05470 27.14215
-114.14351 27.14215
-114.22028 27.15189
-114.29764 27.19143
-114.33086 27.26992
-114.35321 27.37821
-114.39733 27.44697
-114.47467 27.47676
-114.56291 27.49624
-114.61792 27.53520
-114.66204 27.58448
-114.72851 27.62401
-114.77263 27.67271
-114.83908 27.62401
-114.88320 27.64349
-114.87175 27.77069
-114.69526 27.76095
-114.47467 27.73173
-114.28675 27.78043
-114.16528 27.81996
-114.04381 27.74147
-114.03293 27.81996
-114.06616 27.83944
-114.06616 27.91737
-114.01058 27.97638
-113.92234 27.99586
-113.93323 28.08352
-113.91146 28.14254
-113.94469 28.18150
-113.94469 28.26916
-113.93323 28.30812
-113.95558 28.43475
-114.03293 28.51267
-114.11027 28.60033
-114.16528 28.66794
-114.24263 28.73612
-114.33086 28.83295
-114.39733 28.86217
-114.45233 28.91087
-114.51880 28.99796
-114.58468 29.05583
-114.66204 29.08505
-114.71761 29.18188
-114.77263 29.26840
-114.81673 29.30736
-114.86085 29.37497
-114.93820 29.39387
-115.02644 29.39387
-115.09292 29.48097
-115.17026 29.54800
-115.28025 29.57722
-115.34673 29.62535
-115.52319 29.68265
-115.57876 29.74051
-115.61144 29.79839
-115.64466 29.90381
-115.65556 29.97084
-115.67791 30.08601
-115.71113 30.23899
-115.75525 30.37249
-115.81025 30.39197
-115.87672 30.34384
-115.89850 30.38223
-115.89850 30.53521
-115.96494 30.68761
-116.01994 30.80163
-116.08641 30.84919
-116.11966 30.92482
-116.16375 30.94373
-116.16375 31.01993
-116.20788 31.13337
-116.26287 31.21874
-116.35112 31.32303
-116.42846 31.42673
-116.51671 31.53043
-116.52816 31.58716
-116.52816 31.69086
-116.53906 31.78483
-116.59405 31.85989
-116.66053 31.86963
-116.68230 31.93552
-116.73787 32.00083
-116.79287 32.03865
-116.81464 32.10396
-116.84786 32.17902
-116.92524 32.27299
-116.92524 32.31940
-116.93611 32.40362
-117.05758 32.45004
-117.11544 32.64369
99999 99999
-114.86085 31.96359
-114.88320 32.00083
-114.88320 31.99167
-114.87175 31.94468
-114.82763 31.87879
-114.73939 31.83181
-114.67291 31.79457
-114.59614 31.74701
-114.52968 31.72868
-114.46321 31.67195
-114.36409 31.60606
-114.34175 31.62498
-114.31997 31.62498
-114.29764 31.55909
-114.22028 31.52127
-114.12116 31.47371
-114.01058 31.44564
-113.90057 31.45538
-113.82322 31.47371
-113.73499 31.48345
-113.64675 31.43647
-113.59118 31.39866
-113.58029 31.30411
-113.50294 31.26630
-113.37059 31.24740
-113.26001 31.20958
-113.16089 31.19067
-113.07266 31.12421
-113.00618 31.03884
-113.00618 30.97237
-113.00618 30.84919
-112.99530 30.72543
-112.96206 30.63032
-112.89560 30.54437
-112.81826 30.41088
-112.79648 30.29629
-112.75236 30.25789
-112.68590 30.15304
-112.65267 29.97084
-112.63089 29.89407
-112.55355 29.78865
-112.48709 29.77891
-112.43208 29.72103
-112.42119 29.64426
-112.38797 29.51935
-112.36562 29.41335
-112.32150 29.33601
-112.27739 29.28788
-112.16737 29.23001
-112.10091 29.14292
-112.04591 29.01744
-112.01268 28.91087
-111.93533 28.86217
-111.86886 28.80430
-111.82475 28.73612
-111.78063 28.61981
-111.68151 28.51267
-111.61504 28.44449
-111.52681 28.40553
-111.47181 28.38605
-111.42769 28.36656
-111.41623 28.36656
-111.36123 28.30812
-111.27298 28.18150
-111.17329 28.06404
-111.08506 28.00560
-110.98594 27.93742
-110.89770 27.91737
-110.77624 27.90763
-110.67654 27.88815
-110.56654 27.85892
-110.51095 27.81996
-110.50006 27.77069
-110.50006 27.68245
-110.50006 27.59422
-110.51095 27.59422
-110.53330 27.51572
-110.50006 27.44697
-110.48918 27.35873
-110.45596 27.32894
-110.42272 27.28997
-110.38948 27.25044
-110.32360 27.19143
-110.24624 27.14215
-110.13566 27.09288
-110.03654 27.05335
-109.95920 27.01381
-109.89274 26.95480
-109.82684 26.87573
-109.78273 26.77718
-109.74950 26.72733
-109.67215 26.67806
-109.64980 26.62878
-109.57244 26.62878
-109.46244 26.63853
-109.39598 26.63853
-109.26362 26.55946
-109.21951 26.44028
-109.17539 26.37095
-109.06481 26.33142
-109.06481 26.26209
-109.11981 26.17271
-109.17539 26.09307
-109.23039 26.06327
-109.26362 25.97332
-109.28597 25.86389
-109.29686 25.74414
-109.27451 25.66450
-109.18628 25.55449
-109.04304 25.54475
-108.96569 25.55449
-108.89922 25.58486
-108.84422 25.62439
-108.82187 25.64444
-108.78864 25.58486
-108.81099 25.51495
-108.84422 25.43474
-108.81099 25.36484
-108.68952 25.30468
-108.51305 25.21472
-108.38012 25.16430
-108.27012 25.14425
-108.18189 25.19467
-108.12630 25.14425
-108.03807 25.05430
-107.93895 24.96377
-107.83926 24.90361
-107.81748 24.77297
-107.81748 24.66239
-107.82837 24.59192
-107.78425 24.52144
-107.69601 24.45097
-107.55220 24.33008
-107.40897 24.22866
-107.26515 24.11751
-107.17692 24.05735
-107.07778 23.96625
-106.97809 23.88489
-106.88986 23.85452
-106.86808 23.83447
-106.84575 23.82416
-106.82398 23.79379
-106.76839 23.74337
-106.73573 23.66201
-106.73573 23.56059
-106.68016 23.51018
-106.55869 23.48955
-106.50369 23.41850
-106.44868 23.34745
-106.40399 23.26610
99999 99999
-112.98384 28.96874
-113.03942 28.94926
-113.07266 28.94926
-113.10530 28.99796
-113.14943 29.07531
-113.20500 29.14292
