 10.00000   3.15440
 12.00000   3.21250
 14.00000   3.26480
 16.00000   3.31450
 18.00000   3.36400
 22.00000   3.46930
 26.00000   3.57040
 32.00000   3.69760
 40.00000   3.88450
 50.00000   3.91180
 60.00000   3.94080
 80.00000   4.00560
100.00000   4.07850
125.00000   4.18020
150.00000   4.29410
