   1 626.03450  0.1000
   1 629.77640  0.1000
   1 645.18100  0.1000
   1 685.74410  0.1000
   1 740.10890  0.1000
   1 779.47130  0.1000
   1 829.06100  0.1000
   1 518.39000  0.1000
   1 518.99420  0.1000
   1 545.03420  0.1000
   1 600.96570  0.1000
   1 636.66790  0.1000
   1 690.47330  0.1000
   1 780.36770  0.1000
   1 395.71120  0.1000
   1 412.09340  0.1000
   1 455.07880  0.1000
   1 490.70590  0.1000
   1 554.10940  0.1000
   1 644.24480  0.1000
   1 742.69270  0.1000
   1 293.66420  0.1000
   1 303.72980  0.1000
   1 345.98760  0.1000
   1 413.26000  0.1000
   1 505.60950  0.1000
   1 608.79850  0.1000
   1 702.75500  0.1000
   1 179.04460  0.1000
   1 200.74610  0.1000
   1 265.68260  0.1000
   1 370.96220  0.1000
   1 473.81280  0.1000
   1 562.67090  0.1000
   1 675.23000  0.1000
   1 627.36300  0.1000
   1 606.94450  0.1000
   1 598.02050  0.1000
   1 609.86310  0.1000
   1 630.35180  0.1000
   1 664.32150  0.1000
   1 712.16640  0.1000
   1 534.43660  0.1000
   1 498.71830  0.1000
   1 486.56720  0.1000
   1 506.58890  0.1000
   1 524.31100  0.1000
   1 572.92770  0.1000
   1 660.71430  0.1000
   1 419.97420  0.1000
   1 390.81480  0.1000
   1 378.51910  0.1000
   1 385.48540  0.1000
   1 434.62810  0.1000
   1 517.51930  0.1000
   1 565.90900  0.1000
   1 338.67140  0.1000
   1 279.56990  0.1000
   1 264.44980  0.1000
   1 290.53490  0.1000
   1 356.83340  0.1000
   1 419.14360  0.1000
   1 493.09820  0.1000
   1 281.10440  0.1000
   1 187.58300  0.1000
   1 154.85940  0.1000
   1 199.02510  0.1000
   1 268.71440  0.1000
   1 349.31380  0.1000
   1 459.70320  0.1000
   1 669.22110  0.1000
   1 621.19680  0.1000
   1 586.75540  0.1000
   1 564.26670  0.1000
   1 552.49720  0.1000
   1 561.70110  0.1000
   1 584.30080  0.1000
   1 618.13430  0.1000
   1 530.05130  0.1000
   1 480.90740  0.1000
   1 462.22520  0.1000
   1 441.01010  0.1000
   1 455.11310  0.1000
   1 491.85340  0.1000
   1 546.54530  0.1000
   1 476.10530  0.1000
   1 391.91110  0.1000
   1 341.43960  0.1000
   1 332.96860  0.1000
   1 347.45200  0.1000
   1 378.38460  0.1000
   1 476.10390  0.1000
   1 398.78670  0.1000
   1 321.71940  0.1000
   1 247.63840  0.1000
   1 218.93120  0.1000
   1 236.74970  0.1000
   1 298.89650  0.1000
   1 447.20900  0.1000
   1 335.00520  0.1000
   1 248.34290  0.1000
   1 163.70370  0.1000
   1 109.21690  0.1000
   1 148.97410  0.1000
   1 250.89460  0.1000
   1 829.06100  0.1000
   1 779.47130  0.1000
   1 740.10890  0.1000
   1 685.74410  0.1000
   1 645.18100  0.1000
   1 629.77640  0.1000
   1 626.03450  0.1000
   1 780.36770  0.1000
   1 690.47330  0.1000
   1 636.66790  0.1000
   1 600.96570  0.1000
   1 545.03420  0.1000
   1 518.99420  0.1000
   1 518.39000  0.1000
   1 742.69270  0.1000
   1 644.24480  0.1000
   1 554.10940  0.1000
   1 490.70590  0.1000
   1 455.07880  0.1000
   1 412.09340  0.1000
   1 395.71120  0.1000
   1 702.75500  0.1000
   1 608.79850  0.1000
   1 505.60950  0.1000
   1 413.26000  0.1000
   1 345.98760  0.1000
   1 303.72980  0.1000
   1 293.66420  0.1000
   1 675.23000  0.1000
   1 562.67090  0.1000
   1 473.81280  0.1000
   1 370.96220  0.1000
   1 265.68260  0.1000
   1 200.74610  0.1000
   1 179.04460  0.1000
   1 458.27200  0.1000
   1 496.01340  0.1000
   1 534.07090  0.1000
   1 582.42070  0.1000
   1 658.62080  0.1000
   1 751.99870  0.1000
   1 830.41030  0.1000
   1 362.48680  0.1000
   1 391.52600  0.1000
   1 443.21870  0.1000
   1 531.78380  0.1000
   1 629.93980  0.1000
   1 706.95310  0.1000
   1 802.79830  0.1000
   1 247.31700  0.1000
   1 306.33370  0.1000
   1 395.25790  0.1000
   1 493.46890  0.1000
   1 585.09770  0.1000
   1 679.44010  0.1000
   1 779.00780  0.1000
   1 164.72470  0.1000
   1 256.34970  0.1000
   1 360.70390  0.1000
   1 457.89200  0.1000
   1 559.17100  0.1000
   1 670.35440  0.1000
   1 770.45080  0.1000
   1 132.54000  0.1000
   1 246.23360  0.1000
   1 343.18580  0.1000
   1 456.50930  0.1000
   1 568.00870  0.1000
   1 663.63750  0.1000
   1 777.42330  0.1000
   1 153.05200  0.1000
   1 229.74260  0.1000
   1 326.60150  0.1000
   1 407.59910  0.1000
   1 493.59820  0.1000
   1 594.85510  0.1000
   1 680.89400  0.1000
   1 117.41470  0.1000
   1 215.89780  0.1000
   1 305.88720  0.1000
   1 405.38640  0.1000
   1 502.52960  0.1000
   1 592.09770  0.1000
   1 691.82780  0.1000
   1 161.35120  0.1000
   1 250.29370  0.1000
   1 342.15290  0.1000
   1 428.85620  0.1000
   1 525.15740  0.1000
   1 622.91910  0.1000
   1 716.38870  0.1000
   1 241.24800  0.1000
   1 307.53630  0.1000
   1 406.44370  0.1000
   1 481.63450  0.1000
   1 566.08720  0.1000
   1 672.61900  0.1000
   1 755.52900  0.1000
   1 351.55290  0.1000
   1 387.48080  0.1000
   1 455.09320  0.1000
   1 554.86820  0.1000
   1 632.81920  0.1000
   1 708.93020  0.1000
   1 813.57110  0.1000
   1 211.85260  0.1000
   1 276.38820  0.1000
   1 362.96720  0.1000
   1 429.05830  0.1000
   1 507.11540  0.1000
   1 602.40490  0.1000
   1 670.36430  0.1000
   1 313.54980  0.1000
   1 351.70650  0.1000
   1 416.99420  0.1000
   1 502.44890  0.1000
   1 568.73350  0.1000
   1 640.47600  0.1000
   1 729.51320  0.1000
   1 427.77380  0.1000
   1 450.62730  0.1000
   1 489.10360  0.1000
   1 561.45200  0.1000
   1 652.79330  0.1000
   1 707.15920  0.1000
   1 782.48700  0.1000
   1 522.10870  0.1000
   1 559.53770  0.1000
   1 595.05220  0.1000
   1 631.70950  0.1000
   1 705.10680  0.1000
   1 807.54960  0.1000
   1 849.92540  0.1000
   1 635.44680  0.1000
   1 663.64870  0.1000
   1 704.51290  0.1000
   1 737.84620  0.1000
   1 780.38110  0.1000
   1 851.22360  0.1000
   1 953.16110  0.1000
   1 154.21240  0.1000
   1 184.08340  0.1000
   1 246.77800  0.1000
   1 303.02930  0.1000
   1 377.33300  0.1000
   1 470.48280  0.1000
   1 539.23590  0.1000
   1 262.99850  0.1000
   1 282.42940  0.1000
   1 331.79500  0.1000
