1112 D1112 116.5 29
1113 D1113 117 29
1114 D1114 117.5 29
1115 D1115 118 29
1116 D1116 118.5 29
1117 D1117 119 29
1118 D1118 119.5 29
1119 D1119 120 29
1120 D1120 120.5 29
1121 D1121 121 29
1122 D1122 121.5 29
1123 D1123 122 29
1124 D1124 122.5 29
1125 D1125 123 29
1126 D1126 123.5 29
1127 D1127 124 29
1128 D1128 124.5 29
1129 D1129 125 29
1130 D1130 125.5 29
1131 D1131 126 29
1132 D1132 126.5 29
1133 D1133 127 29
1134 D1134 127.5 29
1135 D1135 128 29
1136 D1136 128.5 29
1137 D1137 129 29
1138 D1138 129.5 29
1139 D1139 130 29
1140 D1140 130.5 29
1141 D1141 131 29
1142 D1142 131.5 29
1143 D1143 132 29
1144 D1144 132.5 29
1145 D1145 133 29
1146 D1146 133.5 29
1147 D1147 134 29
1148 D1148 134.5 29
1149 D1149 135 29
1150 D1150 135.5 29
1151 D1151 136 29
1152 D1152 136.5 29
1153 D1153 137 29
1154 D1154 137.5 29
1155 D1155 138 29
1156 D1156 138.5 29
1157 D1157 139 29
1158 D1158 139.5 29
1159 D1159 140 29
1160 D1160 110 29.5
1161 D1161 110.5 29.5
1162 D1162 111 29.5
1163 D1163 111.5 29.5
1164 D1164 112 29.5
1165 D1165 112.5 29.5
1166 D1166 113 29.5
1167 D1167 113.5 29.5
1168 D1168 114 29.5
1169 D1169 114.5 29.5
1170 D1170 115 29.5
1171 D1171 115.5 29.5
1172 D1172 116 29.5
1173 D1173 116.5 29.5
1174 D1174 117 29.5
1175 D1175 117.5 29.5
1176 D1176 118 29.5
1177 D1177 118.5 29.5
1178 D1178 119 29.5
1179 D1179 119.5 29.5
1180 D1180 120 29.5
1181 D1181 120.5 29.5
1182 D1182 121 29.5
1183 D1183 121.5 29.5
1184 D1184 122 29.5
1185 D1185 122.5 29.5
1186 D1186 123 29.5
1187 D1187 123.5 29.5
1188 D1188 124 29.5
1189 D1189 124.5 29.5
1190 D1190 125 29.5
1191 D1191 125.5 29.5
1192 D1192 126 29.5
1193 D1193 126.5 29.5
1194 D1194 127 29.5
1195 D1195 127.5 29.5
1196 D1196 128 29.5
1197 D1197 128.5 29.5
1198 D1198 129 29.5
1199 D1199 129.5 29.5
1200 D1200 130 29.5
1201 D1201 130.5 29.5
1202 D1202 131 29.5
1203 D1203 131.5 29.5
1204 D1204 132 29.5
1205 D1205 132.5 29.5
1206 D1206 133 29.5
1207 D1207 133.5 29.5
1208 D1208 134 29.5
1209 D1209 134.5 29.5
1210 D1210 135 29.5
1211 D1211 135.5 29.5
1212 D1212 136 29.5
1213 D1213 136.5 29.5
1214 D1214 137 29.5
1215 D1215 137.5 29.5
1216 D1216 138 29.5
1217 D1217 138.5 29.5
1218 D1218 139 29.5
1219 D1219 139.5 29.5
1220 D1220 140 29.5
1221 D1221 110 30
1222 D1222 110.5 30
1223 D1223 111 30
1224 D1224 111.5 30
1225 D1225 112 30
1226 D1226 112.5 30
1227 D1227 113 30
1228 D1228 113.5 30
1229 D1229 114 30
1230 D1230 114.5 30
1231 D1231 115 30
1232 D1232 115.5 30
1233 D1233 116 30
